order_number,product_name,variant_name,quantity,unit_price,subtotal
ORD-250221-48629,Coco Lumber,2x2x8 (Per Piece),4,48.00,192.00
ORD-250221-28426,Black Screw Metal,"2"" (Per Box 500pcs)",3,310.00,930.00
ORD-250221-28426,Tekscrew,"2.5"" (Per Piece)",43,3.50,150.50
ORD-250221-70164,Boysen Permacoat Flat Latex White,4 Liters,1,795.00,795.00
ORD-250221-61693,Plywood Ordinary,1/4 (4x8ft),3,250.00,750.00
ORD-250221-61693,Coco Lumber,2x2x8 (Per Piece),2,48.00,96.00
ORD-250221-89063,Concrete Hollow Block,"4"" CHB (Per Piece)",15,12.00,180.00
ORD-250221-89063,Concrete Nail,"3"" (Per Kilo)",4,118.00,472.00
ORD-250221-06761,Concrete Hollow Block,"4"" CHB (Per Piece)",23,12.00,276.00
ORD-250221-06761,Wood Screw Flat Head,"3/4"" (Per Kilo)",6,195.00,1170.00
ORD-250221-06761,Tekscrew,"2"" (Per Piece)",86,3.00,258.00
ORD-250221-37371,Black Screw Pointed,"1.5"" (Per Box 500pcs)",3,260.00,780.00
ORD-250221-37371,Longspan RIB22,12ft (0.4mm),1,531.00,531.00
ORD-250221-37371,Tekscrew,"1"" (Per Piece)",87,2.00,174.00
ORD-250221-10199,G.I Pipe Local S20,"3/4"" (20ft)",1,320.00,320.00
ORD-250222-22005,Tekscrew,"1.5"" (Per Piece)",15,2.50,37.50
ORD-250222-22005,Boysen Permacoat Flat Latex White,4 Liters,1,795.00,795.00
ORD-250222-41917,Tekscrew,"2.5"" (Per Piece)",77,3.50,269.50
ORD-250222-41917,Plywood Ordinary,3/4 (4x8ft),3,710.00,2130.00
ORD-250222-41917,Coco Lumber,2x2x8 (Per Piece),6,48.00,288.00
ORD-250222-41917,Tekscrew,"2"" (Per Piece)",81,3.00,243.00
ORD-250222-41917,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",4,48.00,192.00
ORD-250223-16424,Tekscrew,"1"" (Per Piece)",68,2.00,136.00
ORD-250223-16424,Longspan RIB22,14ft (0.4mm),3,620.00,1860.00
ORD-250223-16424,Phenolic Board 1/2 Croco,,1,620.00,620.00
ORD-250223-16424,Wood Screw Flat Head,"1.5"" (Per Kilo)",3,175.00,525.00
ORD-250223-16424,Phenolic Board 18mm,,2,780.00,1560.00
ORD-250224-48256,Tekscrew,"3"" (Per Piece)",91,4.00,364.00
ORD-250224-52527,Coco Lumber,2x4x10 (Per Piece),5,120.00,600.00
ORD-250224-52527,Longspan RIB22,10ft (0.5mm),1,602.00,602.00
ORD-250224-52527,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250224-52527,"Hardiflex Screw 1""",,45,2.50,112.50
ORD-250224-52527,Neltex PVC Sanitary P-Trap,"4""",3,225.00,675.00
ORD-250224-35923,Eagle Cement Advance,,5,260.00,1300.00
ORD-250224-35923,Boysen Lacquer Thinner B50,4 Liters,1,875.00,875.00
ORD-250225-76470,Lucky PPR Elbow Female 1/2,,15,29.00,435.00
ORD-250225-76470,KD S4S Wood PL,2x4 per Board Foot,4,72.00,288.00
ORD-250225-76470,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250225-76470,"Hardiflex Screw 1""",,41,2.50,102.50
ORD-250225-46800,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250225-46800,Neltex PVC Sanitary P-Trap,"3""",3,145.00,435.00
ORD-250226-87601,White Sand,,7,48.00,336.00
ORD-250226-87601,Phenolic Board 1/2 Croco,,1,620.00,620.00
ORD-250226-87601,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",1,650.00,650.00
ORD-250226-87601,Boysen Permacoat Flat Latex White,4 Liters,3,795.00,2385.00
ORD-250226-87601,Marine Plywood Local,1/2 (4x8ft),3,640.00,1920.00
ORD-250226-27008,Shadow Line,,5,80.00,400.00
ORD-250226-32335,Longspan RIB22,14ft (0.4mm),3,620.00,1860.00
ORD-250226-32335,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250227-75897,Gravel 3/4,,4,52.00,208.00
ORD-250227-75897,Phenolic Board 18mm,,3,780.00,2340.00
ORD-250227-75897,G.I Pipe Local S20,"1/2"" (20ft)",4,245.00,980.00
ORD-250227-28096,Longspan RIB22,12ft (0.4mm),2,531.00,1062.00
ORD-250227-28096,Longspan RIB22,8ft (0.4mm),1,354.00,354.00
ORD-250227-28096,Tekscrew,"1"" (Per Piece)",75,2.00,150.00
ORD-250227-28058,Claw Hammer Wood Handle,,2,175.00,350.00
ORD-250227-28058,"Hardiflex Screw 1""",,93,2.50,232.50
ORD-250227-28058,Tox,#12 Tox (Per Box),8,85.00,680.00
ORD-250227-28058,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",6,270.00,1620.00
ORD-250228-92084,"Neltex Electrical Pipe Thickwall 1/2""",,11,65.00,715.00
ORD-250228-92084,Concrete Hollow Block,"6"" CHB (Per Piece)",12,16.00,192.00
ORD-250228-92084,G.I Pipe Local S20,"3/4"" (20ft)",2,320.00,640.00
ORD-250228-78804,Lucky PPR Elbow Female 1/2,,10,29.00,290.00
ORD-250228-78804,White Sand,,5,48.00,240.00
ORD-250228-78804,Longspan RIB22,10ft (0.5mm),1,602.00,602.00
ORD-250228-78804,Boysen Lacquer Thinner B50,4 Liters,3,875.00,2625.00
ORD-250228-78804,Tekscrew,"1"" (Per Piece)",64,2.00,128.00
ORD-250228-88081,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250228-88081,Boysen Lacquer Thinner B50,4 Liters,2,875.00,1750.00
ORD-250228-88081,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",1,510.00,510.00
ORD-250228-88081,Tox,#8 Tox (Per Box),2,48.00,96.00
ORD-250301-94900,Tekscrew,"2.5"" (Per Piece)",39,3.50,136.50
ORD-250301-94900,Marine Plywood Local,3/4 (4x8ft),2,920.00,1840.00
ORD-250301-16082,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",12,32.00,384.00
ORD-250301-05018,Concrete Hollow Block,"4"" CHB (Per Piece)",25,12.00,300.00
ORD-250301-40686,Tekscrew,"2.5"" (Per Piece)",95,3.50,332.50
ORD-250301-22247,Concrete Hollow Block,"6"" CHB (Per Piece)",15,16.00,240.00
ORD-250301-22247,Tekscrew,"2"" (Per Piece)",97,3.00,291.00
ORD-250301-22247,Common Wire Nail,"2"" (Per Kilo)",1,60.00,60.00
ORD-250301-24591,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",2,650.00,1300.00
ORD-250301-24591,Coco Lumber,2x2x8 (Per Piece),1,48.00,48.00
ORD-250301-05989,KD S4S Wood PL,2x3 per Board Foot,11,72.00,792.00
ORD-250301-05989,Coco Lumber,2x3x10 (Per Piece),5,90.00,450.00
ORD-250301-05989,Lucky PPR Elbow Female 1/2,,17,29.00,493.00
ORD-250301-05989,Camel Drawer Lock,,11,85.00,935.00
ORD-250302-73771,Tekscrew,"2.5"" (Per Piece)",11,3.50,38.50
ORD-250302-73771,G.I Pipe Local S20,"2"" (20ft)",2,940.00,1880.00
ORD-250302-73771,C-Purlins GI,"2"" x 4"" x 6m (1.0mm)",2,410.00,820.00
ORD-250302-73771,Concrete Nail,"3"" (Per Kilo)",3,118.00,354.00
ORD-250303-91610,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",12,32.00,384.00
ORD-250303-91610,Tekscrew,"3"" (Per Piece)",70,4.00,280.00
ORD-250303-91610,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",1,510.00,510.00
ORD-250303-15200,G.I Pipe Local S20,"1.5"" (20ft)",1,615.00,615.00
ORD-250303-15200,Tekscrew,"3"" (Per Piece)",56,4.00,224.00
ORD-250303-15200,Lucky PPR Elbow Female 1/2,,6,29.00,174.00
ORD-250303-71669,Flat Bar,"1"" x 3mm (20ft)",6,195.00,1170.00
ORD-250303-71669,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250303-71669,Common Wire Nail,"1"" (Per Kilo)",5,65.00,325.00
ORD-250303-71669,Republic Cement,,6,255.00,1530.00
ORD-250303-71669,Metal Furring,25 x 50 (10ft),4,93.00,372.00
ORD-250303-57821,Longspan RIB22,10ft (0.4mm),3,443.00,1329.00
ORD-250303-57821,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",5,48.00,240.00
ORD-250303-57821,Tekscrew,"1"" (Per Piece)",45,2.00,90.00
ORD-250303-57821,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",1,510.00,510.00
ORD-250303-57821,Tekscrew,"2.5"" (Per Piece)",70,3.50,245.00
ORD-250304-08231,Good Lumber S4S,2x2 per Board Foot,9,62.00,558.00
ORD-250304-08231,Circuit Breaker Bolt-On,30A,1,268.00,268.00
ORD-250304-08231,Tekscrew,"1"" (Per Piece)",18,2.00,36.00
ORD-250304-08231,Common Wire Nail,"4"" (Per Kilo)",3,56.00,168.00
ORD-250304-08231,C-Purlins GI,"2"" x 3"" x 6m (1.2mm)",1,450.00,450.00
ORD-250304-40820,Concrete Hollow Block,"6"" CHB (Per Piece)",8,16.00,128.00
ORD-250304-40820,"Hardiflex Screw 1""",,25,2.50,62.50
ORD-250304-83129,Claw Hammer Wood Handle,,1,175.00,175.00
ORD-250304-83129,"Hardiflex Screw 1""",,51,2.50,127.50
ORD-250304-73983,Flat Bar,"1"" x 3mm (20ft)",4,195.00,780.00
ORD-250304-73983,Adjustable Hacksaw,,2,130.00,260.00
ORD-250304-73983,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",2,616.00,1232.00
ORD-250304-73983,Longspan RIB22,10ft (0.5mm),2,602.00,1204.00
ORD-250304-47025,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250304-47025,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",3,510.00,1530.00
ORD-250304-69746,Tekscrew,"1.5"" (Per Piece)",76,2.50,190.00
ORD-250304-69746,Flat Bar,"1"" x 3mm (20ft)",5,195.00,975.00
ORD-250304-44431,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",3,510.00,1530.00
ORD-250304-44431,Tekscrew,"2"" (Per Piece)",21,3.00,63.00
ORD-250304-66842,Boysen Lacquer Thinner B50,4 Liters,3,875.00,2625.00
ORD-250304-66842,Common Wire Nail,"2"" (Per Kilo)",2,60.00,120.00
ORD-250304-66842,Tekscrew,"2"" (Per Piece)",84,3.00,252.00
ORD-250305-25106,Novtek Concrete Sealer 4 Liters,,1,480.00,480.00
ORD-250305-25106,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",12,32.00,384.00
ORD-250305-65116,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250305-21878,Tox,#8 Tox (Per Box),12,48.00,576.00
ORD-250305-21878,Tekscrew,"3"" (Per Piece)",88,4.00,352.00
ORD-250305-18069,Marine Plywood Local,3/4 (4x8ft),3,920.00,2760.00
ORD-250305-18069,Neltex Electrical Pipe Thinwall,"1"" Per Piece",5,68.00,340.00
ORD-250305-01625,Coco Lumber,2x2x12 (Per Piece),12,72.00,864.00
ORD-250305-27488,Plywood Ordinary,1/4 (4x8ft),2,250.00,500.00
ORD-250305-27488,Tekscrew,"2"" (Per Piece)",77,3.00,231.00
ORD-250305-27488,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250305-27488,White Sand,,4,48.00,192.00
ORD-250306-99306,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250306-99306,Tekscrew,"3"" (Per Piece)",27,4.00,108.00
ORD-250306-99306,Coco Lumber,2x4x8 (Per Piece),8,96.00,768.00
ORD-250306-99306,"Hardiflex Screw 1""",,59,2.50,147.50
ORD-250306-64493,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",1,510.00,510.00
ORD-250306-64493,Tekscrew,"1"" (Per Piece)",51,2.00,102.00
ORD-250306-64493,Deformed Bar G33,9mm x 6m,4,75.00,300.00
ORD-250306-46909,Deformed Bar G33,9mm x 6m,11,75.00,825.00
ORD-250306-46909,Tox,#8 Tox (Per Box),4,48.00,192.00
ORD-250306-46909,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",1,48.00,48.00
ORD-250306-46909,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",1,32.00,32.00
ORD-250306-11663,KD S4S Wood PL,2x4 per Board Foot,4,72.00,288.00
ORD-250306-11663,Tekscrew,"2"" (Per Piece)",34,3.00,102.00
ORD-250306-26293,Tekscrew,"2"" (Per Piece)",97,3.00,291.00
ORD-250306-17919,G.I Pipe Local S20,"1/2"" (20ft)",1,245.00,245.00
ORD-250306-17919,Tekscrew,"1.5"" (Per Piece)",16,2.50,40.00
ORD-250306-17919,Black Screw Metal,"1.5"" (Per Box 500pcs)",2,265.00,530.00
ORD-250306-73409,Coco Lumber,2x2x8 (Per Piece),6,48.00,288.00
ORD-250306-73409,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",2,510.00,1020.00
ORD-250306-10328,Concrete Hollow Block,"4"" CHB (Per Piece)",4,12.00,48.00
ORD-250306-10328,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250306-10328,G.I Pipe Local S20,"1.5"" (20ft)",2,615.00,1230.00
ORD-250306-10328,Deformed Bar G33,16mm x 6m,4,235.00,940.00
ORD-250306-10328,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",2,48.00,96.00
ORD-250307-91675,Longspan RIB22,8ft (0.4mm),2,354.00,708.00
ORD-250307-91675,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",11,32.00,352.00
ORD-250307-91675,Tekscrew,"2.5"" (Per Piece)",39,3.50,136.50
ORD-250307-97311,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",1,510.00,510.00
ORD-250307-30793,Tekscrew,"2"" (Per Piece)",77,3.00,231.00
ORD-250307-30793,Coco Lumber,2x3x8 (Per Piece),10,72.00,720.00
ORD-250307-52133,Deformed Bar G33,16mm x 6m,2,235.00,470.00
ORD-250307-22856,Deformed Bar G33,9mm x 6m,12,75.00,900.00
ORD-250307-49624,Tekscrew,"2"" (Per Piece)",62,3.00,186.00
ORD-250307-49624,Concrete Hollow Block,"4"" CHB (Per Piece)",14,12.00,168.00
ORD-250307-49624,Circuit Breaker Bolt-On,30A,3,268.00,804.00
ORD-250307-49624,Longspan RIB22,14ft (0.4mm),1,620.00,620.00
ORD-250307-53131,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-250307-53131,Tekscrew,"1"" (Per Piece)",48,2.00,96.00
ORD-250307-93139,Boysen Lacquer Thinner B50,1/4 Liter,5,78.00,390.00
ORD-250307-09217,Longspan RIB22,10ft (0.5mm),1,602.00,602.00
ORD-250307-09217,Tekscrew,"2.5"" (Per Piece)",49,3.50,171.50
ORD-250307-19370,Angle Bar,"1"" x 1"" x 2mm (20ft)",3,360.00,1080.00
ORD-250307-19370,Common Wire Nail,"4"" (Per Kilo)",1,56.00,56.00
ORD-250307-64219,Tekscrew,"1.5"" (Per Piece)",37,2.50,92.50
ORD-250307-64219,GI Wire #16,,11,85.00,935.00
ORD-250307-64219,Coco Lumber,2x2x8 (Per Piece),11,48.00,528.00
ORD-250307-43236,Good Lumber S4S,2x2 per Board Foot,4,62.00,248.00
ORD-250307-77848,Common Wire Nail,"4"" (Per Kilo)",1,56.00,56.00
ORD-250307-05600,Tox,#8 Tox (Per Box),1,48.00,48.00
ORD-250307-31283,Lucky PPR Elbow Female 1/2,,5,29.00,145.00
ORD-250307-31283,Flat Bar,"2"" x 3mm (20ft)",3,330.00,990.00
ORD-250307-31283,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",3,530.00,1590.00
ORD-250307-85692,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250307-85692,Neltex PVC Sanitary P-Trap,"4""",2,225.00,450.00
ORD-250308-45886,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250308-45886,Neltex Sanitary PVC Pipe S600,"2"" x 3m",6,268.00,1608.00
ORD-250308-29962,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250308-29962,Neltex PVC Sanitary P-Trap,"3""",4,145.00,580.00
ORD-250309-88253,KD S4S Wood PL,1x2 per Board Foot,5,72.00,360.00
ORD-250309-88253,Coco Lumber,2x2x8 (Per Piece),5,48.00,240.00
ORD-250309-88253,Tox,#8 Tox (Per Box),3,48.00,144.00
ORD-250309-88253,Tekscrew,"3"" (Per Piece)",38,4.00,152.00
ORD-250309-88253,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",1,32.00,32.00
ORD-250309-91102,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250309-91102,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250309-91102,Longspan RIB22,10ft (0.5mm),2,602.00,1204.00
ORD-250310-82195,Tekscrew,"1"" (Per Piece)",17,2.00,34.00
ORD-250310-82195,Lucky PPR Elbow Female 1/2,,8,29.00,232.00
ORD-250310-82195,Good Lumber S4S,2x2 per Board Foot,10,62.00,620.00
ORD-250310-68172,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250310-68172,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",2,48.00,96.00
ORD-250310-68172,White Sand,,8,48.00,384.00
ORD-250310-68172,Tekscrew,"1"" (Per Piece)",94,2.00,188.00
ORD-250310-68172,Longspan RIB22,10ft (0.5mm),2,602.00,1204.00
ORD-250310-86690,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250310-86690,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",2,48.00,96.00
ORD-250310-86690,Tox,#8 Tox (Per Box),4,48.00,192.00
ORD-250310-14546,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250310-14546,Concrete Hollow Block,"6"" CHB (Per Piece)",5,16.00,80.00
ORD-250310-14546,Boysen Lacquer Thinner B50,4 Liters,1,875.00,875.00
ORD-250311-82309,Wood Screw Flat Head,"1"" (Per Kilo)",2,180.00,360.00
ORD-250311-82309,Concrete Hollow Block,"4"" CHB (Per Piece)",5,12.00,60.00
ORD-250311-82309,White Sand,,8,48.00,384.00
ORD-250311-82309,Tekscrew,"2.5"" (Per Piece)",16,3.50,56.00
ORD-250311-90827,Tekscrew,"3"" (Per Piece)",77,4.00,308.00
ORD-250311-90827,Concrete Hollow Block,"6"" CHB (Per Piece)",14,16.00,224.00
ORD-250311-90827,Lucky PPR Elbow Female 1/2,,10,29.00,290.00
ORD-250311-90827,Boysen Permacoat Flat Latex White,4 Liters,1,795.00,795.00
ORD-250311-90827,Longspan RIB22,8ft (0.4mm),3,354.00,1062.00
ORD-250311-46415,White Sand,,7,48.00,336.00
ORD-250311-13736,Coco Lumber,2x2x12 (Per Piece),1,72.00,72.00
ORD-250311-13736,Longspan RIB22,12ft (0.4mm),3,531.00,1593.00
ORD-250311-13736,Wood Screw Flat Head,"3/4"" (Per Kilo)",1,195.00,195.00
ORD-250311-70723,Tekscrew,"2.5"" (Per Piece)",88,3.50,308.00
ORD-250311-70723,Flat Bar,"1"" x 3mm (20ft)",1,195.00,195.00
ORD-250311-70723,Tekscrew,"1.5"" (Per Piece)",10,2.50,25.00
ORD-250311-70723,Longspan RIB22,12ft (0.5mm),1,722.00,722.00
ORD-250311-70723,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",3,48.00,144.00
ORD-250311-61608,Concrete Hollow Block,"4"" CHB (Per Piece)",12,12.00,144.00
ORD-250311-61608,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",12,48.00,576.00
ORD-250311-61608,Tox,#8 Tox (Per Box),3,48.00,144.00
ORD-250311-70277,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250311-68220,Tekscrew,"2.5"" (Per Piece)",87,3.50,304.50
ORD-250311-68220,Deformed Bar G40,16mm x 6m,5,293.00,1465.00
ORD-250312-88868,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",11,32.00,352.00
ORD-250312-88868,Camel Drawer Lock,,10,85.00,850.00
ORD-250312-30063,Marine Plywood Local,3/4 (4x8ft),2,920.00,1840.00
ORD-250312-30063,Lucky PPR Elbow Female 1/2,,9,29.00,261.00
ORD-250312-85458,Longspan RIB22,12ft (0.5mm),3,722.00,2166.00
ORD-250312-07534,White Sand,,7,48.00,336.00
ORD-250312-07534,Common Wire Nail,"2"" (Per Kilo)",9,60.00,540.00
ORD-250312-07534,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",3,530.00,1590.00
ORD-250312-36671,Boysen Lacquer Thinner B50,1 Liter,2,248.00,496.00
ORD-250312-51561,Neltex PVC Sanitary P-Trap,"4""",1,225.00,225.00
ORD-250312-51561,Deformed Bar G40,16mm x 6m,3,293.00,879.00
ORD-250312-51561,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",2,616.00,1232.00
ORD-250312-51561,Tekscrew,"1"" (Per Piece)",20,2.00,40.00
ORD-250312-98046,Longspan RIB22,12ft (0.4mm),1,531.00,531.00
ORD-250312-98046,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250313-90606,White Sand,,12,48.00,576.00
ORD-250313-46057,Lucky PPR Elbow Female 1/2,,12,29.00,348.00
ORD-250313-46057,Concrete Hollow Block,"6"" CHB (Per Piece)",11,16.00,176.00
ORD-250313-92505,Tox,#8 Tox (Per Box),2,48.00,96.00
ORD-250313-92505,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250313-92505,C-Purlins GI,"2"" x 3"" x 6m (1.0mm)",1,380.00,380.00
ORD-250313-62955,Gravel 3/4,,12,52.00,624.00
ORD-250313-62955,Tox,#8 Tox (Per Box),6,48.00,288.00
ORD-250313-62955,Longspan RIB22,14ft (0.4mm),2,620.00,1240.00
ORD-250313-62955,Tekscrew,"3"" (Per Piece)",58,4.00,232.00
ORD-250313-98009,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",3,650.00,1950.00
ORD-250313-98009,Longspan RIB22,14ft (0.4mm),2,620.00,1240.00
ORD-250313-98009,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250313-57442,Eagle Cement Advance,,3,260.00,780.00
ORD-250313-57442,Tox,#8 Tox (Per Box),8,48.00,384.00
ORD-250314-41689,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250314-41689,Neltex Sanitary PVC Pipe S600,"3"" x 3m",1,408.00,408.00
ORD-250314-41689,C-Purlins GI,"2"" x 3"" x 6m (1.2mm)",2,450.00,900.00
ORD-250314-41689,Lucky PPR Elbow Female 1/2,,25,29.00,725.00
ORD-250314-88532,Tekscrew,"1"" (Per Piece)",53,2.00,106.00
ORD-250314-88532,W-Clip,,75,2.00,150.00
ORD-250314-88532,Concrete Hollow Block,"4"" CHB (Per Piece)",11,12.00,132.00
ORD-250314-88532,Coco Lumber,2x2x8 (Per Piece),4,48.00,192.00
ORD-250314-79307,Wood Screw Flat Head,"1.5"" (Per Kilo)",2,175.00,350.00
ORD-250314-79307,Phenolic Board 1/2 Croco,,1,620.00,620.00
ORD-250314-79307,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",5,48.00,240.00
ORD-250314-29352,G.I Pipe Local S20,"1"" (20ft)",3,395.00,1185.00
ORD-250314-30829,Concrete Hollow Block,"6"" CHB (Per Piece)",14,16.00,224.00
ORD-250314-30829,Concrete Hollow Block,"4"" CHB (Per Piece)",25,12.00,300.00
ORD-250314-30829,Circuit Breaker Bolt-On,60A,2,378.00,756.00
ORD-250314-30829,Tekscrew,"1"" (Per Piece)",28,2.00,56.00
ORD-250314-61670,Concrete Hollow Block,"4"" CHB (Per Piece)",7,12.00,84.00
ORD-250314-61670,G.I Pipe Local S20,"2"" (20ft)",2,940.00,1880.00
ORD-250315-14641,Longspan RIB22,16ft (0.4mm),2,708.00,1416.00
ORD-250315-14641,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",3,510.00,1530.00
ORD-250315-14641,Boysen Permacoat Flat Latex White,4 Liters,2,795.00,1590.00
ORD-250315-14641,Boysen Lacquer Thinner B50,1 Liter,4,248.00,992.00
ORD-250315-14641,Neltex PVC Sanitary P-Trap,"4""",3,225.00,675.00
ORD-250315-81130,Good Lumber S4S,1x2 per Board Foot,12,62.00,744.00
ORD-250315-81130,Plywood Ordinary,1/2 (4x8ft),1,480.00,480.00
ORD-250315-81130,Common Wire Nail,"3"" (Per Kilo)",11,58.00,638.00
ORD-250315-81130,White Sand,,6,48.00,288.00
ORD-250316-72031,W-Clip,,39,2.00,78.00
ORD-250316-37507,"Hardiflex Screw 1""",,63,2.50,157.50
ORD-250316-37507,Tekscrew,"3"" (Per Piece)",67,4.00,268.00
ORD-250316-37507,Coco Lumber,2x2x8 (Per Piece),10,48.00,480.00
ORD-250316-98045,Neltex Sanitary PVC Pipe S600,"4"" x 3m",2,608.00,1216.00
ORD-250316-98045,Concrete Hollow Block,"4"" CHB (Per Piece)",18,12.00,216.00
ORD-250316-98045,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",3,530.00,1590.00
ORD-250316-98045,G.I Pipe Local S20,"1/2"" (20ft)",5,245.00,1225.00
ORD-250317-71692,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250317-45530,Coco Lumber,2x4x10 (Per Piece),1,120.00,120.00
ORD-250317-45530,Circuit Breaker Bolt-On,20A,2,258.00,516.00
ORD-250317-45530,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250317-45530,Neltex PVC Sanitary P-Trap,"4""",6,225.00,1350.00
ORD-250317-45563,KD S4S Wood PL,2x6 per Board Foot,11,75.00,825.00
ORD-250318-97315,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-250318-97315,Deformed Bar G33,16mm x 6m,4,235.00,940.00
ORD-250318-06150,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250318-06150,Boysen Lacquer Thinner B50,1/4 Liter,5,78.00,390.00
ORD-250318-76880,Neltex Sanitary PVC Pipe S600,"4"" x 3m",2,608.00,1216.00
ORD-250318-76880,Tox,#8 Tox (Per Box),10,48.00,480.00
ORD-250318-44261,Coco Lumber,2x2x8 (Per Piece),6,48.00,288.00
ORD-250318-44261,"Hardiflex Screw 1""",,48,2.50,120.00
ORD-250318-44261,Marine Plywood Local,1/2 (4x8ft),1,640.00,640.00
ORD-250318-08285,Longspan RIB22,16ft (0.4mm),3,708.00,2124.00
ORD-250318-55753,Tekscrew,"1"" (Per Piece)",31,2.00,62.00
ORD-250318-55753,Concrete Hollow Block,"4"" CHB (Per Piece)",3,12.00,36.00
ORD-250318-55753,Coco Lumber,2x2x8 (Per Piece),6,48.00,288.00
ORD-250318-63561,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-250318-63561,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) per kg",1,165.00,165.00
ORD-250318-63561,Concrete Hollow Block,"6"" CHB (Per Piece)",20,16.00,320.00
ORD-250319-83008,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250319-36183,Common Wire Nail,"1.5"" (Per Kilo)",12,62.00,744.00
